packet_rate,avg_latency,byte_rate,flow_count,tcp_ratio,udp_ratio,icmp_ratio,congested
106.7542,16.4066,33323.5627,8,0.8794,0.1206,0.0,0
1597.1708,152.8706,91212.9303,56,0.6473,0.2703,0.0824,1
1317.948,356.2922,460658.6973,75,0.8031,0.175,0.0219,1
130.4265,12.1453,31763.718,17,0.7831,0.2169,0.0,0
62.4565,14.4807,2153.3206,16,0.8741,0.1259,0.0,0
1659.0891,221.7044,387654.8408,33,0.7099,0.1764,0.1136,1
270.1619,19.9048,3549.8269,7,0.5717,0.2099,0.2184,0
1835.0409,95.4244,438507.946,39,0.9725,0.0275,0.0,1
1328.239,372.7132,498927.0137,37,0.9421,0.0579,0.0,1
1430.0956,447.6291,454004.7457,41,0.9459,0.0541,0.0,1
141.7927,20.6454,20488.7845,8,0.7371,0.1329,0.13,0
54.8585,35.5472,5857.2585,5,0.7497,0.0862,0.1641,0
25.3141,18.8048,33688.3477,9,0.505,0.2225,0.2725,0
236.8412,14.9433,15623.8439,1,0.6284,0.2632,0.1084,0
102.2155,6.0794,9764.6669,18,0.7319,0.2681,0.0,0
187.4105,21.6951,5240.1311,16,0.5322,0.3231,0.1447,0
166.12,35.7613,30806.7776,11,0.5505,0.1429,0.3065,0
157.6171,48.0352,26330.1906,14,0.7494,0.2506,0.0,0
1687.3628,307.4083,393110.2938,83,0.6019,0.2769,0.1212,1
59.3668,21.7188,16439.3673,16,0.5634,0.3878,0.0487,0
239.7585,13.2276,26787.0415,16,0.7607,0.195,0.0443,0
1516.9184,149.867,404003.3805,63,0.8794,0.1206,0.0,1
106.6751,27.3684,4932.4742,18,0.7087,0.2913,0.0,0
25.3794,35.1226,41919.6364,12,0.8871,0.1129,0.0,0
182.1478,23.3937,6186.2354,9,0.6883,0.1573,0.1543,0
233.3542,46.4798,46261.0036,7,0.8666,0.1334,0.0,0
1522.8691,325.679,423908.1135,51,0.6655,0.0255,0.309,1
173.8643,49.1101,35464.7166,4,0.8216,0.1784,0.0,0
286.8122,13.1911,28654.2242,1,0.7597,0.2403,0.0,0
129.7536,49.3657,8204.821,1,0.675,0.1532,0.1718,0
89.5187,32.6545,15618.4468,11,0.8931,0.1069,0.0,0
618.6409,265.0293,397233.8925,88,0.7039,0.2961,0.0,1
287.7311,21.8427,14171.5175,2,0.8377,0.1623,0.0,0
240.1375,21.3489,48116.1232,14,0.5731,0.1384,0.2885,0
479.7362,116.2207,89098.2282,57,0.679,0.1003,0.2207,1
133.7707,29.3059,49777.6088,11,0.7356,0.0727,0.1918,0
744.8819,309.6624,171905.966,79,0.6052,0.0539,0.3409,1
674.0522,176.7813,389751.7229,23,0.8642,0.112,0.0238,1
856.2183,225.6755,215893.6762,29,0.7861,0.2139,0.0,1
1608.5588,131.8761,111736.959,24,0.8161,0.14,0.044,1
235.9502,9.9945,1550.1232,3,0.7395,0.2277,0.0328,0
29.2423,17.3485,4469.8605,2,0.892,0.108,0.0,0
188.2235,19.5904,26651.0268,12,0.6962,0.1432,0.1606,0
24.7554,6.2218,45500.2331,4,0.5225,0.2389,0.2386,0
1299.1461,491.3414,164657.6321,35,0.8685,0.1315,0.0,1
1599.5098,218.3208,430971.242,38,0.788,0.212,0.0,1
511.2466,348.5367,436044.8597,51,0.9353,0.0647,0.0,1
105.8742,12.721,30788.0591,13,0.7396,0.1415,0.119,0
97.9286,35.1293,47245.6926,1,0.7407,0.2086,0.0508,0
1118.9263,139.2506,187486.4708,37,0.9595,0.0405,0.0,1
142.0521,10.528,33723.2998,11,0.7915,0.2085,0.0,0
1555.8116,205.9043,443750.3012,41,0.6208,0.2079,0.1713,1
110.6184,49.0128,2487.3423,10,0.6872,0.1616,0.1512,0
109.6573,36.7132,46778.0608,15,0.5021,0.3244,0.1735,0
80.032,33.6836,33503.3917,7,0.7241,0.2759,0.0,0
294.1021,17.332,573.9016,4,0.7105,0.2895,0.0,0
1874.6759,447.1464,284412.4168,96,0.6444,0.2635,0.0921,1
258.2291,30.3442,19244.8365,16,0.5321,0.0625,0.4054,0
1333.9965,496.3529,488681.0235,42,0.9442,0.0558,0.0,1
297.9143,5.1531,11303.5444,11,0.7319,0.1883,0.0798,0
35.5095,39.5848,16378.2915,17,0.7458,0.2231,0.0311,0
947.261,453.3036,215763.7547,83,0.9193,0.0807,0.0,1
1305.7908,144.5158,446405.1622,95,0.9519,0.0481,0.0,1
1441.8361,175.2137,489004.2942,64,0.6787,0.1827,0.1386,1
26.8515,16.6489,1517.4906,1,0.7672,0.2328,0.0,0
616.5331,145.6253,282514.8107,35,0.8148,0.0353,0.1499,1
193.9131,12.6328,44406.7979,15,0.7715,0.2285,0.0,0
131.3867,22.0493,24333.7398,18,0.6517,0.2848,0.0635,0
1053.7722,438.0275,403133.4951,20,0.6564,0.1538,0.1898,1
1134.021,381.0747,274473.7007,85,0.7878,0.0934,0.1187,1
1388.6143,475.7871,330193.8368,68,0.6873,0.11,0.2027,1
256.828,9.7733,11936.9245,3,0.5391,0.3269,0.134,0
188.172,1.8743,30891.2334,14,0.7518,0.2482,0.0,0
1141.2372,209.7846,113239.4823,42,0.9344,0.0237,0.0419,1
1356.6402,457.3474,413879.4688,96,0.9114,0.0886,0.0,1
126.0615,3.833,30291.6036,8,0.6,0.0778,0.3222,0
227.8135,37.9915,11965.3193,12,0.7107,0.0529,0.2364,0
60.6975,2.5811,11853.739,9,0.7496,0.2504,0.0,0
1530.6229,170.1146,132149.7787,21,0.7131,0.2565,0.0304,1
128.4698,1.1122,10339.9571,14,0.523,0.3662,0.1107,0
84.976,2.6391,26017.6611,2,0.5472,0.2396,0.2132,0
59.8685,39.451,42451.4077,12,0.8631,0.1369,0.0,0
179.374,19.4335,41781.1446,17,0.6311,0.1693,0.1997,0
199.2445,28.485,23458.5721,3,0.7738,0.0892,0.137,0
33.4278,37.7946,8878.2258,9,0.5436,0.2422,0.2142,0
1433.3993,380.775,190240.3396,42,0.8945,0.1055,0.0,1
14.0521,42.4345,39730.6771,6,0.7145,0.2855,0.0,0
120.5792,12.6285,40259.774,8,0.8051,0.1644,0.0305,0
47.6772,21.6025,25618.3873,12,0.6824,0.1285,0.1891,0
174.8786,11.0763,45775.1631,7,0.6095,0.057,0.3335,0
215.7897,5.0743,19780.4181,13,0.5338,0.3581,0.1081,0
110.1612,12.339,28797.4232,15,0.8018,0.1982,0.0,0
1575.6527,244.2409,298906.7779,56,0.9886,0.0114,0.0,1
216.1574,22.9524,40931.2157,17,0.6103,0.2432,0.1464,0
53.2887,8.6915,30886.6167,18,0.6649,0.1823,0.1527,0
180.5624,3.1673,16262.753,13,0.5747,0.3082,0.1171,0
986.4088,113.4436,479360.8201,67,0.841,0.0473,0.1117,1
49.5739,44.7922,9177.8306,11,0.644,0.2556,0.1004,0
60.6584,24.7025,39974.5999,9,0.5734,0.195,0.2316,0
52.3213,37.6778,32170.6535,14,0.8561,0.1439,0.0,0
213.0744,38.8557,47846.3369,2,0.5014,0.3601,0.1386,0
44.2579,7.2838,21528.9497,13,0.8194,0.1806,0.0,0
176.9883,32.8017,3099.3159,9,0.5643,0.332,0.1037,0
222.1042,4.1554,40864.1918,3,0.7415,0.2585,0.0,0
234.8055,17.6064,30418.2967,8,0.8184,0.1816,0.0,0
203.8159,44.2437,39393.5192,16,0.5893,0.3271,0.0836,0
591.4023,274.3941,465475.9293,15,0.6845,0.2729,0.0426,1
192.1759,20.8577,29665.4177,3,0.7854,0.1568,0.0578,0
147.4985,3.3412,28287.2566,4,0.5319,0.1066,0.3615,0
490.8122,187.1233,126987.8559,76,0.9733,0.0267,0.0,1
736.1206,345.7508,304323.292,85,0.9404,0.0596,0.0,1
706.1448,256.1002,385475.9369,84,0.7949,0.2051,0.0,1
130.0019,46.2841,21710.7867,12,0.8502,0.1498,0.0,0
65.9626,44.7502,39365.2379,15,0.6121,0.0659,0.322,0
1592.7307,423.6137,335517.2892,85,0.6934,0.0996,0.207,1
216.8449,28.4729,21668.5509,6,0.6982,0.3018,0.0,0
60.9964,5.7139,13190.3674,12,0.6197,0.3528,0.0275,0
253.5696,11.4465,27292.9664,16,0.6399,0.1948,0.1652,0
255.5935,3.5531,47413.6835,12,0.6485,0.103,0.2485,0
273.1504,29.2691,12175.0388,14,0.8086,0.1914,0.0,0
113.3321,33.8818,41553.3192,7,0.8312,0.0942,0.0746,0
58.907,10.5898,10737.8225,11,0.8796,0.1204,0.0,0
134.8457,43.0769,1076.3013,9,0.6541,0.2034,0.1425,0
1382.3918,420.4013,121400.5895,37,0.9758,0.0242,0.0,1
1717.0633,257.8972,247233.7588,37,0.649,0.1678,0.1832,1
207.5981,20.8486,45619.3359,15,0.6098,0.3232,0.067,0
43.1747,6.0376,44419.8882,3,0.5683,0.1874,0.2443,0
165.9347,2.6621,49122.8583,18,0.8082,0.1918,0.0,0
244.3929,23.3066,19980.7517,2,0.8863,0.0509,0.0628,0
68.8092,42.5809,44635.7732,18,0.5822,0.3827,0.0352,0
726.7325,169.2384,408241.3588,58,0.9825,0.0175,0.0,1
177.6042,21.6193,24351.0259,9,0.6806,0.2657,0.0537,0
876.6001,401.6241,388493.1539,57,0.7659,0.2187,0.0154,1
934.5775,477.5638,166222.1458,23,0.92,0.08,0.0,1
1298.5698,121.7864,445645.1932,99,0.9584,0.0416,0.0,1
280.0606,49.3901,34592.1145,7,0.5109,0.3064,0.1827,0
56.7458,25.4889,43470.795,16,0.878,0.064,0.058,0
101.9744,48.1566,12235.8294,17,0.691,0.0919,0.2171,0
231.7794,26.4071,13414.5062,5,0.5637,0.0654,0.3709,0
1020.6506,438.7315,418866.9634,86,0.8499,0.1501,0.0,1
159.6082,23.6131,35355.2611,15,0.7873,0.2127,0.0,0
260.2017,12.1619,15564.3241,4,0.6941,0.3059,0.0,0
1454.4193,473.594,395053.4227,29,0.9323,0.0677,0.0,1
109.7039,45.3493,39821.3309,5,0.5866,0.2972,0.1161,0
462.7535,443.5608,455768.2845,99,0.9885,0.0115,0.0,1
1720.4986,91.9848,462529.3205,24,0.9526,0.0474,0.0,1
10.6984,39.4898,15856.5838,15,0.7432,0.2568,0.0,0
1853.6679,446.1171,402083.0576,82,0.8413,0.1587,0.0,1
210.7333,14.7939,9682.6818,11,0.8071,0.1646,0.0284,0
1945.004,319.4517,417090.3659,36,0.9128,0.0872,0.0,1
266.3128,25.677,18360.542,9,0.7802,0.2198,0.0,0
28.6206,25.0423,16063.762,16,0.5035,0.2972,0.1993,0
684.1548,295.1656,82263.9981,72,0.8819,0.1181,0.0,1
118.2812,17.4337,27313.0576,11,0.8071,0.1929,0.0,0
63.702,42.4359,13737.1835,14,0.5011,0.3021,0.1968,0
584.887,369.8957,427644.5145,64,0.7928,0.1544,0.0528,1
714.7548,408.9536,385245.0605,30,0.8709,0.1291,0.0,1
233.2286,43.3477,28872.6354,19,0.5516,0.1104,0.3379,0
776.9368,81.1341,166921.4644,53,0.7957,0.2043,0.0,1
92.5233,35.2149,7979.0867,8,0.5274,0.1921,0.2805,0
139.5709,10.0397,44628.9027,19,0.6956,0.3044,0.0,0
145.2877,32.1821,39304.8282,10,0.8762,0.098,0.0258,0
223.1733,29.873,33800.5938,5,0.5635,0.1353,0.3011,0
871.0325,332.6983,424170.2974,84,0.7097,0.2591,0.0312,1
137.1381,14.9787,37073.9484,17,0.8986,0.1014,0.0,0
95.8556,13.6767,42366.1323,9,0.8772,0.0521,0.0707,0
72.9057,39.291,44113.0848,10,0.6996,0.2482,0.0522,0
10.277,39.7701,8865.0856,13,0.6757,0.2285,0.0958,0
218.643,36.8175,3378.8483,4,0.514,0.3483,0.1377,0
1981.9339,182.6376,476766.3537,15,0.9843,0.0157,0.0,1
1858.2953,444.6999,329766.7881,44,0.8685,0.1016,0.0299,1
225.6951,41.5968,27966.5101,8,0.6374,0.235,0.1276,0
45.5753,35.7015,23454.8047,10,0.5029,0.1737,0.3234,0
252.909,36.0962,40042.7387,12,0.7053,0.2947,0.0,0
276.4359,26.982,18131.4365,9,0.6041,0.0631,0.3327,0
121.1694,12.2591,42789.0473,16,0.8027,0.1973,0.0,0
1614.9666,146.0013,139867.8376,81,0.9064,0.012,0.0815,1
214.1945,1.2577,8063.2064,8,0.5618,0.316,0.1222,0
1514.3648,349.1166,201318.7884,72,0.6513,0.1376,0.211,1
22.4577,36.6371,7131.4677,13,0.5897,0.3307,0.0797,0
46.8955,44.6264,4603.372,1,0.6029,0.3275,0.0696,0
269.0051,48.368,45466.5949,19,0.822,0.178,0.0,0
23.6662,44.8193,21921.4716,9,0.5287,0.1758,0.2955,0
1956.6095,129.3945,360860.0288,49,0.9098,0.0902,0.0,1
284.2008,31.0182,41766.9344,10,0.6238,0.3189,0.0573,0
298.3611,42.0596,43578.4595,15,0.869,0.0852,0.0457,0
184.2128,33.2955,7796.3599,3,0.8852,0.1148,0.0,0
28.4624,42.499,17185.2975,6,0.755,0.245,0.0,0
42.2958,25.0931,37490.2962,1,0.6425,0.1072,0.2502,0
1894.3226,149.948,352196.9007,48,0.8455,0.1545,0.0,1
171.9154,16.4379,44436.5978,8,0.6129,0.1993,0.1878,0
77.4923,46.6536,22062.8177,13,0.8422,0.1578,0.0,0
1766.589,202.7772,240824.4091,54,0.6064,0.0205,0.3731,1
166.6234,29.04,27252.3778,17,0.8699,0.0904,0.0397,0
703.9186,342.2927,474643.8531,25,0.6555,0.2887,0.0558,1
1830.5674,215.0752,216640.0976,51,0.8249,0.0059,0.1692,1
233.7662,9.0744,2850.2122,2,0.7534,0.2466,0.0,0
255.1828,32.9986,48518.8153,9,0.8622,0.0534,0.0844,0
1241.0842,88.8405,146060.658,18,0.7636,0.2364,0.0,1
32.6653,33.3067,15195.4924,12,0.6043,0.2342,0.1615,0
23.7355,21.9129,28522.2959,7,0.7842,0.1102,0.1056,0
443.2743,142.9021,474329.3793,48,0.8022,0.0218,0.176,1
130.3812,19.4458,1356.9182,15,0.5205,0.3228,0.1567,0
225.9604,38.8037,8802.7455,18,0.5764,0.1149,0.3087,0
1682.4505,370.3798,239727.8907,29,0.9488,0.0512,0.0,1
730.7228,94.3461,344149.8094,69,0.7697,0.2303,0.0,1
55.1697,30.8022,20710.3795,18,0.7265,0.1164,0.1571,0
1314.9592,454.1089,192829.2271,59,0.7923,0.0589,0.1489,1
27.1569,1.0906,13117.634,7,0.5163,0.2315,0.2522,0
93.2195,49.9435,25337.2005,18,0.7407,0.2593,0.0,0
1700.0557,423.9275,302918.5628,21,0.631,0.2997,0.0693,1
897.8493,363.4353,309508.498,37,0.6974,0.245,0.0576,1
1038.4964,258.7411,385964.4109,79,0.9076,0.0924,0.0,1
198.8602,13.1767,28989.5561,18,0.8113,0.1558,0.0329,0
230.4208,14.806,13270.4943,19,0.5551,0.1592,0.2857,0
1618.4893,454.8583,243323.7037,83,0.7803,0.2197,0.0,1
98.0609,37.9059,41935.1472,18,0.5383,0.2926,0.1691,0
146.2872,12.0121,29701.3935,6,0.5471,0.2191,0.2338,0
50.2669,11.9608,49287.7227,14,0.8232,0.1768,0.0,0
290.2261,42.4536,2988.1505,19,0.7527,0.2163,0.031,0
99.4084,27.7411,34012.3575,18,0.7206,0.2794,0.0,0
98.8404,20.4993,43385.5495,13,0.8439,0.1561,0.0,0
1269.1005,496.3606,245720.4246,36,0.8681,0.0009,0.131,1
59.6494,17.3424,41927.3845,15,0.6812,0.0509,0.2678,0
190.6947,19.8956,28522.2035,12,0.7279,0.1684,0.1037,0
179.0068,11.6764,34323.2147,17,0.6666,0.3334,0.0,0
1035.0434,82.0392,255802.1948,74,0.7885,0.0217,0.1898,1
123.8206,40.8484,36365.2882,2,0.5351,0.1708,0.2941,0
220.0156,32.0994,30526.1909,5,0.6945,0.0895,0.216,0
246.7436,9.0249,12944.3809,12,0.5785,0.0777,0.3438,0
15.6695,5.3545,32500.6654,8,0.5558,0.1588,0.2854,0
121.0192,47.4537,20388.2093,7,0.7544,0.2456,0.0,0
199.4846,1.1288,23433.9479,17,0.5473,0.3159,0.1368,0
161.4313,20.2868,29800.6074,12,0.6063,0.2244,0.1693,0
201.1112,39.4375,19624.1486,10,0.7135,0.2573,0.0292,0
163.3107,33.4876,1256.5387,7,0.7015,0.1771,0.1214,0
111.3033,36.9513,8958.4639,5,0.8436,0.1564,0.0,0
207.3215,24.9019,3300.829,1,0.5281,0.3482,0.1237,0
402.6883,169.3518,196471.072,82,0.6466,0.0173,0.3361,1
285.2477,39.9994,757.1786,14,0.7719,0.2281,0.0,0
93.3672,15.4921,4028.9584,6,0.5004,0.3748,0.1248,0
144.9116,15.3737,35486.2663,11,0.8053,0.1947,0.0,0
1984.9328,341.807,464102.3701,48,0.9323,0.0677,0.0,1
1167.8289,357.3643,446056.3236,81,0.9058,0.0942,0.0,1
274.8623,41.5707,35303.1648,19,0.7225,0.0981,0.1795,0
1589.4095,283.5181,132044.7045,30,0.9776,0.0224,0.0,1
118.5945,33.3161,16261.1849,12,0.638,0.295,0.067,0
241.7728,45.3735,33577.8871,8,0.8991,0.1009,0.0,0
124.2965,16.4677,27075.3019,8,0.69,0.2777,0.0322,0
149.7889,13.8658,16822.4041,12,0.6656,0.2248,0.1097,0
141.6301,49.004,34823.4555,14,0.8884,0.1116,0.0,0
1171.7538,430.43,321492.0241,82,0.6902,0.2813,0.0284,1
118.1788,43.604,41878.4512,19,0.7964,0.2036,0.0,0
45.942,33.3644,49487.039,18,0.6047,0.1098,0.2854,0
117.1466,43.1467,23957.9781,3,0.6584,0.3416,0.0,0
293.9751,46.1549,20000.0406,3,0.6192,0.3503,0.0305,0
78.7714,44.4485,10377.3685,4,0.6424,0.1161,0.2414,0
74.0549,22.3136,12724.1587,10,0.6497,0.1566,0.1937,0
1043.4795,444.7482,349256.1019,38,0.8097,0.0924,0.0979,1
213.7104,3.7238,18007.3469,19,0.8694,0.1306,0.0,0
427.7071,183.4515,345561.6683,85,0.6366,0.2503,0.1131,1
275.4304,17.459,16934.1951,1,0.6719,0.1578,0.1703,0
140.6567,47.7265,41782.6071,19,0.7165,0.1507,0.1328,0
161.8519,16.8789,38508.9959,6,0.6221,0.3046,0.0733,0
133.9545,19.3952,40667.5958,5,0.5149,0.1122,0.3729,0
408.9239,342.9593,199780.247,86,0.6555,0.2414,0.103,1
1034.2902,184.9428,272933.7554,74,0.622,0.2297,0.1482,1
497.1489,490.0736,209205.5476,93,0.904,0.096,0.0,1
275.8314,12.3971,19769.5757,14,0.8342,0.1658,0.0,0
165.7843,1.682,46717.9199,15,0.5935,0.1993,0.2071,0
1666.0113,100.1207,106852.043,18,0.8884,0.1116,0.0,1
156.4419,23.7238,28489.4097,13,0.7961,0.1248,0.0791,0
1473.9364,454.9116,484095.9834,44,0.947,0.053,0.0,1
26.0086,8.7048,33357.4625,3,0.6695,0.31,0.0206,0
171.4312,14.8051,39991.6518,14,0.6738,0.1616,0.1646,0
66.4364,32.7662,10126.1431,14,0.6762,0.2097,0.1141,0
28.247,41.3267,31467.4575,1,0.5508,0.3467,0.1026,0
144.0105,5.2742,34966.8921,12,0.6805,0.2174,0.1021,0
1993.3137,413.0469,192059.1752,31,0.6927,0.0605,0.2468,1
187.3476,29.9824,7415.0901,7,0.6276,0.3473,0.0251,0
1420.8954,356.4557,407660.0184,61,0.9163,0.0837,0.0,1
143.0856,47.6574,12628.1238,14,0.705,0.295,0.0,0
524.6213,256.8764,435133.5376,72,0.8052,0.1778,0.017,1
282.468,3.4747,33938.8667,5,0.5891,0.0669,0.344,0
112.104,8.9644,27430.3666,9,0.8781,0.0571,0.0648,0
134.0919,44.1035,47372.442,9,0.7194,0.1618,0.1187,0
1639.899,430.3757,485852.0329,45,0.6896,0.1967,0.1137,1
179.0741,23.8456,1643.756,10,0.7131,0.062,0.2249,0
247.5329,21.5961,33909.3618,7,0.6914,0.086,0.2226,0
280.3129,2.6843,31123.5446,14,0.661,0.339,0.0,0
176.5956,13.1591,28988.6927,7,0.6098,0.3841,0.0061,0
1686.9284,452.28,210215.0467,85,0.7601,0.2313,0.0086,1
238.1658,36.24,28555.3901,5,0.7768,0.2232,0.0,0
645.8083,279.6949,206218.0032,79,0.958,0.042,0.0,1
85.5011,17.9335,19727.421,4,0.5806,0.2102,0.2092,0
22.9349,6.3665,16189.1746,8,0.5445,0.2307,0.2248,0
530.6643,111.0051,432098.4998,50,0.999,0.001,0.0,1
281.477,22.9697,30547.4804,4,0.8349,0.1651,0.0,0
89.2154,34.0651,46495.8496,19,0.7723,0.2277,0.0,0
1970.4121,125.4636,231776.7725,84,0.6458,0.1497,0.2045,1
1051.7303,458.1669,389034.3005,77,0.6732,0.0978,0.229,1
18.8395,10.7994,42992.0836,10,0.5866,0.3815,0.0319,0
695.6031,93.527,239267.7686,53,0.6235,0.1388,0.2377,1
428.2286,394.2164,443803.4302,50,0.8958,0.0362,0.0679,1
462.835,420.3725,161591.355,34,0.8544,0.1456,0.0,1
973.6809,111.1717,93324.5862,48,0.9186,0.0814,0.0,1
1429.5951,232.7656,267871.9255,38,0.81,0.175,0.015,1
1320.8993,353.397,134908.3195,60,0.7913,0.2087,0.0,1
1689.9915,331.909,222774.3926,83,0.9685,0.0315,0.0,1
182.9691,5.9881,37520.0034,9,0.6277,0.1132,0.2591,0
277.3697,41.5535,5709.9168,12,0.6551,0.2674,0.0775,0
783.217,347.8105,412860.1111,97,0.9243,0.0757,0.0,1
196.9355,23.3522,7666.9876,9,0.8019,0.1981,0.0,0
1845.1579,340.647,178253.7567,70,0.8115,0.1865,0.0019,1
119.4662,40.4292,33220.3234,17,0.8286,0.1714,0.0,0
1929.5465,190.8065,439265.1601,87,0.8181,0.1819,0.0,1
1186.2257,215.3903,377054.846,78,0.8186,0.1116,0.0698,1
1379.8297,488.3291,173553.3372,39,0.7317,0.034,0.2343,1
212.5692,5.394,28875.6372,13,0.5313,0.0824,0.3864,0
19.3754,1.5707,11430.2679,10,0.5861,0.255,0.1589,0
254.2503,35.8233,11467.8363,14,0.8979,0.1021,0.0,0
1277.0445,458.6635,298500.2946,74,0.7409,0.126,0.1331,1
171.0074,45.3737,13643.8223,1,0.5397,0.3512,0.109,0
103.7916,24.4718,18627.3399,14,0.6215,0.162,0.2165,0
231.5821,38.5613,15199.9265,14,0.6303,0.2732,0.0966,0
452.8446,252.399,167325.5559,32,0.771,0.229,0.0,1
259.4019,37.5609,26452.9082,19,0.7837,0.2163,0.0,0
678.0377,273.9225,408494.5454,31,0.9625,0.0288,0.0087,1
202.7281,19.118,47423.2383,17,0.5787,0.1142,0.3071,0
72.4936,16.6245,21061.2043,12,0.6655,0.0757,0.2588,0
170.2718,7.0399,29180.039,8,0.8934,0.1066,0.0,0
1420.6891,211.7674,102451.9576,83,0.892,0.108,0.0,1
44.1747,33.1348,39918.2134,5,0.6619,0.1926,0.1455,0
158.6944,9.577,1778.6804,11,0.8088,0.1264,0.0649,0
1845.8898,286.7101,237922.1298,27,0.6873,0.2932,0.0195,1
219.3325,12.3955,27982.4953,10,0.7664,0.2172,0.0164,0
103.0465,23.9875,8263.3306,11,0.815,0.185,0.0,0
250.0448,11.0812,36196.9229,15,0.566,0.1058,0.3282,0
91.3773,20.8747,45478.2524,16,0.5664,0.1069,0.3267,0
1246.7247,218.482,230033.2972,57,0.9927,0.0073,0.0,1
154.1241,27.0036,14843.6926,6,0.7835,0.2156,0.0009,0
215.7719,43.509,46580.5209,17,0.8112,0.1749,0.0138,0
279.6323,21.2452,27611.9453,17,0.7365,0.1409,0.1226,0
245.4356,6.4432,45433.3949,16,0.7598,0.2402,0.0,0
1966.1611,243.4566,478957.1741,68,0.8599,0.1401,0.0,1
296.712,16.9244,22330.0725,12,0.8766,0.1234,0.0,0
98.4688,20.8994,36390.3506,10,0.504,0.0826,0.4135,0
293.3318,28.6549,39582.455,17,0.6473,0.0862,0.2664,0
208.3749,45.8445,12002.7584,7,0.8572,0.1428,0.0,0
90.6419,2.1103,6686.512,3,0.8648,0.1352,0.0,0
229.9943,49.5815,36784.7099,1,0.855,0.145,0.0,0
120.1995,5.2178,47720.1074,8,0.7866,0.0769,0.1365,0
67.6974,38.4207,33962.7516,19,0.5819,0.2908,0.1273,0
1202.786,170.9851,160163.9713,72,0.9088,0.0639,0.0273,1
14.8796,2.7235,10826.3678,8,0.5585,0.0835,0.358,0
80.7945,18.0867,41481.7429,17,0.5952,0.2209,0.1839,0
1885.4815,159.8516,260121.0007,23,0.9648,0.0352,0.0,1
58.0336,2.3849,44425.699,19,0.7294,0.1066,0.1641,0
128.5471,36.3733,3341.0554,15,0.7642,0.2358,0.0,0
108.5462,27.0797,16145.2153,2,0.5663,0.2859,0.1478,0
101.5911,19.3705,24041.016,18,0.5868,0.2692,0.144,0
259.1002,11.7742,47342.8905,6,0.8935,0.1065,0.0,0
1859.5587,252.1949,353506.7318,22,0.8623,0.1377,0.0,1
1476.0711,314.481,126978.5968,95,0.6375,0.102,0.2606,1
275.3323,14.2451,48599.2974,6,0.7477,0.1294,0.1229,0
1461.7561,144.2006,455925.2764,42,0.6782,0.2807,0.0411,1
260.4678,42.8915,42250.436,16,0.5712,0.1678,0.261,0
800.7782,119.984,254408.4419,62,0.8939,0.1061,0.0,1
116.203,21.7437,13032.3578,3,0.5186,0.093,0.3884,0
127.2898,37.6896,37660.8472,11,0.5287,0.2372,0.2342,0
97.4239,46.116,24624.6553,14,0.5389,0.2452,0.2159,0
44.3357,7.5291,43401.4371,9,0.669,0.1389,0.1922,0
820.5799,115.8946,403793.5264,15,0.8772,0.1228,0.0,1
89.1508,1.3067,36714.1535,2,0.6312,0.0634,0.3054,0
294.8469,42.5945,34864.4563,16,0.5804,0.1184,0.3013,0
1381.7799,177.695,97091.3861,26,0.8453,0.0494,0.1053,1
56.7032,26.0797,16236.1831,17,0.7374,0.2173,0.0452,0
224.1742,25.7405,39319.3562,14,0.55,0.3199,0.1301,0
618.3428,367.5348,211698.8954,96,0.85,0.0276,0.1224,1
289.7105,20.3936,18995.6611,13,0.8299,0.1419,0.0281,0
45.2902,9.5682,42669.2026,11,0.594,0.3394,0.0666,0
28.6927,2.7192,46908.8738,5,0.5219,0.1419,0.3362,0
39.1514,13.2504,836.7627,1,0.6584,0.0502,0.2913,0
253.276,9.092,9359.6533,9,0.637,0.0787,0.2843,0
84.0041,49.8793,21852.4075,16,0.8958,0.09,0.0142,0
271.5021,40.1338,21574.4882,8,0.7223,0.1001,0.1775,0
20.1839,48.6147,26249.0541,1,0.8362,0.1638,0.0,0
39.0306,1.2107,11840.0869,9,0.5495,0.061,0.3895,0
1221.3843,456.233,175408.0671,15,0.9162,0.0838,0.0,1
274.6102,41.9058,35358.3624,18,0.5369,0.0986,0.3645,0
288.1395,43.1528,39450.6882,17,0.7204,0.2796,0.0,0
268.8214,3.701,33433.4172,9,0.689,0.2715,0.0395,0
172.8319,36.7245,32493.8469,12,0.6231,0.3158,0.0612,0
139.5085,24.0349,13332.3649,4,0.5282,0.2866,0.1852,0
280.5507,24.1834,14982.0379,14,0.6577,0.2654,0.0769,0
1831.5376,119.981,184425.1865,45,0.802,0.1712,0.0268,1
116.8276,48.89,18921.2313,8,0.5523,0.2304,0.2173,0
32.025,14.08,12680.8629,5,0.6769,0.1612,0.1618,0
91.0129,1.9387,45359.8373,13,0.8603,0.1397,0.0,0
168.1094,30.795,22069.1672,4,0.5645,0.2765,0.1589,0
920.9394,352.8614,467382.1801,43,0.8901,0.1099,0.0,1
97.0789,26.7735,39772.7682,8,0.8165,0.1835,0.0,0
55.5374,26.419,6487.9808,18,0.577,0.0919,0.3311,0
958.0747,99.6054,341923.3186,32,0.7379,0.2621,0.0,1
429.9926,99.2209,108682.9259,38,0.748,0.0617,0.1903,1
1397.8536,159.3578,256160.8047,89,0.9023,0.0371,0.0606,1
